lead_time_id,item_no,pr_date,po_date,rcpt_date,pr_to_rcpt_lead_time_days,po_to_rcpt_lead_time_days
36218,ENG0010,2024-08-29,2024-09-19,2025-07-08,313,292
36219,ENG0010,2024-12-27,2025-01-22,2026-02-10,410,384
36220,ENG0010,2025-01-11,2025-01-29,2026-02-05,390,372
36221,ENG0010,2025-02-07,2025-03-05,2025-10-18,253,227
36222,ENG0010,2025-04-08,2025-05-03,2025-10-31,206,181
36223,ENG0010,2025-05-14,2025-05-29,2026-03-19,309,294
36224,ENG0010,2025-08-01,2025-09-05,2026-03-19,230,195
36273,ENG0039,2022-05-11,2022-07-01,2023-04-13,337,286
36274,ENG0039,2025-06-29,2025-07-10,2026-03-19,263,252
37105,ENG0004,2022-02-01,2022-02-28,2023-10-10,616,589
37106,ENG0004,2022-04-08,2022-05-17,2023-12-18,619,580
37107,ENG0004,2022-04-20,2022-05-06,2023-12-14,603,587
37108,ENG0004,2022-06-02,2022-06-21,2023-12-15,561,542
37109,ENG0004,2022-06-13,2022-07-04,2024-01-09,575,554
37110,ENG0004,2022-09-19,2022-10-11,2023-09-25,371,349
37111,ENG0004,2023-02-09,2023-02-25,2024-04-16,432,416
37112,ENG0004,2023-02-10,2023-03-16,2024-05-22,467,433
37113,ENG0004,2023-02-28,2023-03-17,2024-05-22,449,432
37578,ENG0002,2022-05-20,2022-06-21,2022-12-30,224,192
37579,ENG0002,2022-11-14,2022-11-29,2023-04-25,162,147
37580,ENG0002,2022-11-14,2022-11-29,2023-02-09,87,72
37581,ENG0002,2022-11-14,2022-11-29,2023-04-25,162,147
37582,ENG0002,2023-02-17,2023-03-10,2023-07-14,147,126
37583,ENG0002,2023-03-08,2023-04-05,2023-08-15,160,132
37584,ENG0002,2023-10-05,2023-10-26,2024-03-27,174,153
37585,ENG0002,2023-11-23,2023-12-04,2024-08-19,270,259
37586,ENG0002,2024-02-16,2024-03-08,2024-10-18,245,224
37587,ENG0002,2024-08-11,2024-09-07,2025-12-12,488,461
37588,ENG0002,2024-10-03,2024-10-22,2025-06-11,251,232
37589,ENG0002,2024-10-30,2024-11-26,2025-08-05,279,252
37590,ENG0002,2024-12-26,2025-01-30,2025-08-12,229,194
37591,ENG0002,2025-01-08,2025-01-30,2025-12-13,339,317
37912,ENG0045,2024-07-27,2024-08-19,2025-07-06,344,321
37913,ENG0045,2025-05-15,2025-05-30,2026-02-22,283,268
38221,ENG0033,2024-09-23,2024-10-03,2025-06-11,261,251
38222,ENG0033,2024-09-23,2024-10-04,2025-06-11,261,250
38223,ENG0033,2025-01-22,2025-02-07,2025-10-23,274,258
38224,ENG0033,2025-01-22,2025-02-15,2026-04-17,450,426
