lead_time_id,item_no,pr_date,po_date,rcpt_date,pr_to_rcpt_lead_time_days,po_to_rcpt_lead_time_days
32759,LAB0019,2021-10-09,2022-01-14,2022-11-12,399,302
32760,LAB0019,2022-04-11,2022-05-17,2023-03-31,354,318
32761,LAB0019,2022-04-22,2022-06-02,2023-03-31,343,302
32762,LAB0019,2022-08-26,2022-09-16,2023-03-05,191,170
32763,LAB0019,2025-03-15,2025-05-09,2025-10-29,228,173
32764,LAB0019,2025-05-03,2025-06-17,2025-12-31,242,197
32765,LAB0019,2025-05-03,2025-06-17,2026-01-03,245,200
32766,LAB0019,2025-07-11,2025-08-27,2026-03-03,235,188
32767,LAB0019,2025-10-07,2025-10-27,2026-06-09,245,225
32832,LAB0007,2020-01-28,2020-02-19,2020-06-11,135,113
32833,LAB0007,2020-02-18,2020-08-25,2020-09-28,223,34
32834,LAB0007,2020-07-27,2020-08-04,2020-09-28,63,55
32835,LAB0007,2020-11-18,2020-12-07,2021-01-20,63,44
32836,LAB0007,2021-05-16,2021-06-01,2021-07-07,52,36
32837,LAB0007,2021-09-09,2021-10-11,2021-10-28,49,17
32838,LAB0007,2022-01-17,2022-02-03,2022-06-01,135,118
32839,LAB0007,2022-05-13,2022-07-11,2022-09-28,138,79
32840,LAB0007,2022-07-24,2022-08-18,2022-10-20,88,63
32841,LAB0007,2023-01-04,2023-03-01,2023-04-22,108,52
32842,LAB0007,2023-06-27,2023-08-01,2023-09-07,72,37
32843,LAB0007,2023-11-11,2023-12-05,2024-02-07,88,64
32844,LAB0007,2024-05-20,2024-06-03,2024-08-18,90,76
32845,LAB0007,2024-11-14,2024-12-17,2025-02-19,97,64
32846,LAB0007,2025-08-05,2025-09-17,2025-10-13,69,26
32847,LAB0007,2026-01-12,2026-04-08,2026-05-07,115,29
32941,LAB0021,2019-12-14,2020-01-17,2020-02-22,70,36
32942,LAB0021,2020-02-14,2020-04-28,2021-08-12,545,471
32943,LAB0021,2020-02-22,2020-03-05,2020-06-24,123,111
32944,LAB0021,2020-10-07,2020-10-21,2022-02-08,489,475
32945,LAB0021,2020-11-03,2020-11-20,2020-12-12,39,22
32946,LAB0021,2021-02-10,2021-04-07,2024-04-06,1151,1095
32947,LAB0021,2022-05-06,2022-06-14,2024-07-10,796,757
32948,LAB0021,2023-01-11,2023-05-02,2024-03-01,415,304
32949,LAB0021,2023-12-16,2024-01-26,2024-05-23,159,118
32950,LAB0021,2024-09-26,2024-11-15,2025-07-09,286,236
32951,LAB0021,2024-11-27,2025-01-27,2025-07-01,216,155
32952,LAB0021,2025-12-19,2026-02-02,2026-05-12,144,99
32953,LAB0021,2025-12-19,2026-02-13,2026-06-18,181,125
34798,LAB0034,2020-02-13,2020-03-07,2021-10-02,597,574
34799,LAB0034,2020-02-13,2020-03-07,2022-07-21,889,866
34800,LAB0034,2022-06-21,2022-07-25,2023-08-05,410,376
34801,LAB0034,2022-06-27,2022-07-25,2023-10-04,464,436
34802,LAB0034,2022-07-12,2022-08-01,2023-04-04,266,246
34803,LAB0034,2022-08-01,2022-08-23,2023-11-03,459,437
34804,LAB0034,2022-11-28,2022-12-22,2023-12-18,385,361
34805,LAB0034,2023-05-30,2023-06-27,2024-08-07,435,407
35290,LAB0018,2020-02-14,2020-05-07,2023-08-16,1279,1196
35291,LAB0018,2021-02-10,2021-03-27,2023-04-24,803,758
35292,LAB0018,2022-01-26,2022-02-08,2024-01-30,734,721
35293,LAB0018,2022-05-06,2022-06-14,2023-05-16,375,336
35294,LAB0018,2022-05-14,2022-06-06,2023-04-05,326,303
35295,LAB0018,2022-11-18,2023-05-04,2024-10-14,696,529
35296,LAB0018,2023-03-14,2023-05-22,2024-02-23,346,277
35297,LAB0018,2023-12-02,2024-01-24,2025-03-01,455,402
35298,LAB0018,2024-11-07,2024-12-09,2025-06-25,230,198
35299,LAB0018,2025-03-24,2025-05-06,2026-01-20,302,259
36051,LAB0017,2020-01-07,2020-01-21,2021-10-09,641,627
36052,LAB0017,2021-11-24,2022-01-25,2023-07-24,607,545
36053,LAB0017,2022-11-25,2022-12-15,2023-10-16,325,305
36054,LAB0017,2023-02-11,2023-05-05,2024-06-15,490,407
36055,LAB0017,2023-04-12,2023-05-04,2024-06-06,421,399
36056,LAB0017,2024-09-13,2024-10-18,2025-06-30,290,255
36057,LAB0017,2024-12-10,2025-01-17,2026-02-19,436,398
36058,LAB0017,2025-08-06,2025-09-18,2026-06-22,320,277
36746,LAB0031,2020-02-14,2020-04-21,2022-02-15,732,665
36747,LAB0031,2021-02-17,2021-03-27,2022-04-26,433,395
36748,LAB0031,2021-11-26,2022-03-15,2022-12-09,378,269
36749,LAB0031,2022-02-01,2022-02-10,2022-12-31,333,324
36750,LAB0031,2022-05-07,2022-07-04,2023-08-21,471,413
36751,LAB0031,2022-10-07,2022-12-01,2023-08-18,315,260
36752,LAB0031,2022-11-23,2023-03-22,2024-03-11,474,355
36753,LAB0031,2024-04-19,2024-06-01,2024-11-21,216,173
36754,LAB0031,2024-06-06,2024-08-15,2025-07-15,404,334
36755,LAB0031,2024-11-21,2024-12-19,2025-10-29,342,314
37049,LAB0033,2021-02-10,2021-03-27,2023-04-24,803,758
37050,LAB0033,2022-06-28,2022-08-26,2023-08-18,416,357
37051,LAB0033,2023-01-11,2023-05-02,2024-03-01,415,304
37052,LAB0033,2023-12-02,2024-01-24,2025-03-01,455,402
37053,LAB0033,2024-11-27,2025-01-27,2026-05-12,531,470
37054,LAB0033,2025-03-24,2025-06-05,2026-03-16,357,284
37055,LAB0033,2025-03-24,2025-06-05,2026-01-29,311,238
37297,LAB0041,2022-10-10,2022-11-10,2023-02-08,121,90
37298,LAB0041,2022-11-26,2023-01-12,2023-11-08,347,300
37690,LAB0014,2023-04-11,2023-04-28,2023-08-28,139,122
37691,LAB0014,2023-10-05,2023-10-26,2024-06-29,268,247
37692,LAB0014,2024-07-03,2024-08-08,2024-12-04,154,118
37693,LAB0014,2024-09-26,2024-10-07,2025-07-05,282,271
37694,LAB0014,2025-01-07,2025-01-24,2025-07-05,179,162
37695,LAB0014,2025-01-20,2025-02-06,2025-11-25,309,292
37696,LAB0014,2025-02-04,2025-03-05,2025-10-19,257,228
37697,LAB0014,2025-05-15,2025-05-30,2026-02-22,283,268
37698,LAB0014,2025-10-10,2025-10-21,2026-03-19,160,149
37699,LAB0014,2025-12-10,2026-03-07,2026-06-20,192,105
